species	r10_b10-threshold-0.0001	r10_b10	r10_b11-threshold-0.0001	r10_b11	r10_b12-threshold-0.0001	r10_b12	r10_b13-threshold-0.0001	r10_b13	r10_b14-threshold-0.0001	r10_b14	r10_b15-threshold-0.0001	r10_b15	r10_b16-threshold-0.0001	r10_b16	r10_b17-threshold-0.0001	r10_b17	r10_b18-threshold-0.0001	r10_b18	r10_b19-threshold-0.0001	r10_b19	r10_b1-threshold-0.0001	r10_b1	r10_b20-threshold-0.0001	r10_b20	r10_b21-threshold-0.0001	r10_b21	r10_b22-threshold-0.0001	r10_b22	r10_b23-threshold-0.0001	r10_b23	r10_b24-threshold-0.0001	r10_b24	r10_b2-threshold-0.0001	r10_b2	r10_b3-threshold-0.0001	r10_b3	r10_b4-threshold-0.0001	r10_b4	r10_b5-threshold-0.0001	r10_b5	r10_b6	r10_b7-threshold-0.0001	r10_b7	r10_b9-threshold-0.0001	r10_b9	r11_b10-threshold-0.0001	r11_b10	r11_b11-threshold-0.0001	r11_b11	r11_b12-threshold-0.0001	r11_b12	r11_b13-threshold-0.0001	r11_b13	r11_b14-threshold-0.0001	r11_b14	r11_b15-threshold-0.0001	r11_b15	r11_b16-threshold-0.0001	r11_b16	r11_b17-threshold-0.0001	r11_b17	r11_b18-threshold-0.0001	r11_b18	r11_b19-threshold-0.0001	r11_b19	r11_b1-threshold-0.0001	r11_b1	r11_b20-threshold-0.0001	r11_b20	r11_b22-threshold-0.0001	r11_b22	r11_b23-threshold-0.0001	r11_b23	r11_b24-threshold-0.0001	r11_b24	r11_b2-threshold-0.0001	r11_b2	r11_b3-threshold-0.0001	r11_b3	r11_b4-threshold-0.0001	r11_b4	r11_b5-threshold-0.0001	r11_b5	r11_b6-threshold-0.0001	r11_b6	r11_b7-threshold-0.0001	r11_b7	r11_b8-threshold-0.0001	r11_b8	r11_b9-threshold-0.0001	r11_b9	r12_b10-threshold-0.0001	r12_b10	r12_b11-threshold-0.0001	r12_b11	r12_b12-threshold-0.0001	r12_b12	r12_b13-threshold-0.0001	r12_b13	r12_b14-threshold-0.0001	r12_b14	r12_b15	r12_b16-threshold-0.0001	r12_b16	r12_b17-threshold-0.0001	r12_b17	r12_b18-threshold-0.0001	r12_b18	r12_b19-threshold-0.0001	r12_b19	r12_b1-threshold-0.0001	r12_b1	r12_b20-threshold-0.0001	r12_b20	r12_b21-threshold-0.0001	r12_b21	r12_b22-threshold-0.0001	r12_b22	r12_b23-threshold-0.0001	r12_b23	r12_b24-threshold-0.0001	r12_b24	r12_b2-threshold-0.0001	r12_b2	r12_b3-threshold-0.0001	r12_b3	r12_b4-threshold-0.0001	r12_b4	r12_b5-threshold-0.0001	r12_b5	r12_b6-threshold-0.0001	r12_b6	r12_b7-threshold-0.0001	r12_b7	r12_b8-threshold-0.0001	r12_b8	r12_b9-threshold-0.0001	r12_b9	r13_b12-threshold-0.0001	r13_b12	r13_b14-threshold-0.0001	r13_b14	r1_b10-threshold-0.0001	r1_b10	r1_b11-threshold-0.0001	r1_b11	r1_b12-threshold-0.0001	r1_b12	r1_b13-threshold-0.0001	r1_b13	r1_b14-threshold-0.0001	r1_b14	r1_b15-threshold-0.0001	r1_b15	r1_b16-threshold-0.0001	r1_b16	r1_b17-threshold-0.0001	r1_b17	r1_b18-threshold-0.0001	r1_b18	r1_b19-threshold-0.0001	r1_b19	r1_b1-threshold-0.0001	r1_b1	r1_b20-threshold-0.0001	r1_b20	r1_b21-threshold-0.0001	r1_b21	r1_b22-threshold-0.0001	r1_b22	r1_b24-threshold-0.0001	r1_b24	r1_b2-threshold-0.0001	r1_b2	r1_b3-threshold-0.0001	r1_b3	r1_b4-threshold-0.0001	r1_b4	r1_b5-threshold-0.0001	r1_b5	r1_b6-threshold-0.0001	r1_b6	r1_b7-threshold-0.0001	r1_b7	r1_b8-threshold-0.0001	r1_b8	r1_b9-threshold-0.0001	r1_b9	r3_b10-threshold-0.0001	r3_b10	r3_b11-threshold-0.0001	r3_b11	r3_b12-threshold-0.0001	r3_b12	r3_b13-threshold-0.0001	r3_b13	r3_b14	r3_b15-threshold-0.0001	r3_b15	r3_b16	r3_b17	r3_b18-threshold-0.0001	r3_b18	r3_b19-threshold-0.0001	r3_b19	r3_b1	r3_b20	r3_b21	r3_b22	r3_b23-threshold-0.0001	r3_b23	r3_b24-threshold-0.0001	r3_b24	r3_b2-threshold-0.0001	r3_b2	r3_b3	r3_b4	r3_b5-threshold-0.0001	r3_b5	r3_b6	r3_b7-threshold-0.0001	r3_b7	r3_b8-threshold-0.0001	r3_b8	r3_b9	r4_b10-threshold-0.0001	r4_b10	r4_b11-threshold-0.0001	r4_b11	r4_b12-threshold-0.0001	r4_b12	r4_b13-threshold-0.0001	r4_b13	r4_b14-threshold-0.0001	r4_b14	r4_b15-threshold-0.0001	r4_b15	r4_b16-threshold-0.0001	r4_b16	r4_b17-threshold-0.0001	r4_b17	r4_b18-threshold-0.0001	r4_b18	r4_b19-threshold-0.0001	r4_b19	r4_b1-threshold-0.0001	r4_b1	r4_b20-threshold-0.0001	r4_b20	r4_b21-threshold-0.0001	r4_b21	r4_b22-threshold-0.0001	r4_b22	r4_b23-threshold-0.0001	r4_b23	r4_b24-threshold-0.0001	r4_b24	r4_b2-threshold-0.0001	r4_b2	r4_b3-threshold-0.0001	r4_b3	r4_b4-threshold-0.0001	r4_b4	r4_b5-threshold-0.0001	r4_b5	r4_b6-threshold-0.0001	r4_b6	r4_b8-threshold-0.0001	r4_b8	r4_b9-threshold-0.0001	r4_b9	r5_b10-threshold-0.0001	r5_b10	r5_b11-threshold-0.0001	r5_b11	r5_b12-threshold-0.0001	r5_b12	r5_b13-threshold-0.0001	r5_b13	r5_b14-threshold-0.0001	r5_b14	r5_b15-threshold-0.0001	r5_b15	r5_b16-threshold-0.0001	r5_b16	r5_b17-threshold-0.0001	r5_b17	r5_b1-threshold-0.0001	r5_b1	r5_b20-threshold-0.0001	r5_b20	r5_b21-threshold-0.0001	r5_b21	r5_b22-threshold-0.0001	r5_b22	r5_b23-threshold-0.0001	r5_b23	r5_b24-threshold-0.0001	r5_b24	r5_b2-threshold-0.0001	r5_b2	r5_b3-threshold-0.0001	r5_b3	r5_b4-threshold-0.0001	r5_b4	r5_b5-threshold-0.0001	r5_b5	r5_b6-threshold-0.0001	r5_b6	r5_b7-threshold-0.0001	r5_b7	r5_b8-threshold-0.0001	r5_b8	r5_b9-threshold-0.0001	r5_b9	r6_b10-threshold-0.0001	r6_b10	r6_b11-threshold-0.0001	r6_b11	r6_b12-threshold-0.0001	r6_b12	r6_b13-threshold-0.0001	r6_b13	r6_b14-threshold-0.0001	r6_b14	r6_b15-threshold-0.0001	r6_b15	r6_b16-threshold-0.0001	r6_b16	r6_b17-threshold-0.0001	r6_b17	r6_b1-threshold-0.0001	r6_b1	r6_b20-threshold-0.0001	r6_b20	r6_b21-threshold-0.0001	r6_b21	r6_b22-threshold-0.0001	r6_b22	r6_b23-threshold-0.0001	r6_b23	r6_b24-threshold-0.0001	r6_b24	r6_b2-threshold-0.0001	r6_b2	r6_b3-threshold-0.0001	r6_b3	r6_b4-threshold-0.0001	r6_b4	r6_b5-threshold-0.0001	r6_b5	r6_b6-threshold-0.0001	r6_b6	r6_b7-threshold-0.0001	r6_b7	r6_b8-threshold-0.0001	r6_b8	r6_b9-threshold-0.0001	r6_b9	r7_b10-threshold-0.0001	r7_b10	r7_b12-threshold-0.0001	r7_b12	r7_b15-threshold-0.0001	r7_b15	r7_b16-threshold-0.0001	r7_b16	r7_b17-threshold-0.0001	r7_b17	r7_b18-threshold-0.0001	r7_b18	r7_b19-threshold-0.0001	r7_b19	r7_b1-threshold-0.0001	r7_b1	r7_b20-threshold-0.0001	r7_b20	r7_b21-threshold-0.0001	r7_b21	r7_b22-threshold-0.0001	r7_b22	r7_b23-threshold-0.0001	r7_b23	r7_b24-threshold-0.0001	r7_b24	r7_b2-threshold-0.0001	r7_b2	r7_b3-threshold-0.0001	r7_b3	r7_b4-threshold-0.0001	r7_b4	r7_b5-threshold-0.0001	r7_b5	r7_b6-threshold-0.0001	r7_b6	r7_b7-threshold-0.0001	r7_b7	r7_b8-threshold-0.0001	r7_b8	r7_b9-threshold-0.0001	r7_b9	r8_b10-threshold-0.0001	r8_b10	r8_b11-threshold-0.0001	r8_b11	r8_b12-threshold-0.0001	r8_b12	r8_b13-threshold-0.0001	r8_b13	r8_b14-threshold-0.0001	r8_b14	r8_b15-threshold-0.0001	r8_b15	r8_b16-threshold-0.0001	r8_b16	r8_b17-threshold-0.0001	r8_b17	r8_b19-threshold-0.0001	r8_b19	r8_b1-threshold-0.0001	r8_b1	r8_b20-threshold-0.0001	r8_b20	r8_b21-threshold-0.0001	r8_b21	r8_b22-threshold-0.0001	r8_b22	r8_b23-threshold-0.0001	r8_b23	r8_b24-threshold-0.0001	r8_b24	r8_b2-threshold-0.0001	r8_b2	r8_b3-threshold-0.0001	r8_b3	r8_b4-threshold-0.0001	r8_b4	r8_b5-threshold-0.0001	r8_b5	r8_b6-threshold-0.0001	r8_b6	r8_b7-threshold-0.0001	r8_b7	r8_b8-threshold-0.0001	r8_b8	r8_b9-threshold-0.0001	r8_b9	r9_b10-threshold-0.0001	r9_b10	r9_b11-threshold-0.0001	r9_b11	r9_b12-threshold-0.0001	r9_b12	r9_b13-threshold-0.0001	r9_b13	r9_b14-threshold-0.0001	r9_b14	r9_b15-threshold-0.0001	r9_b15	r9_b16-threshold-0.0001	r9_b16	r9_b17-threshold-0.0001	r9_b17	r9_b18-threshold-0.0001	r9_b18	r9_b19-threshold-0.0001	r9_b19	r9_b1-threshold-0.0001	r9_b1	r9_b20-threshold-0.0001	r9_b20	r9_b21-threshold-0.0001	r9_b21	r9_b22	r9_b24-threshold-0.0001	r9_b24	r9_b2-threshold-0.0001	r9_b2	r9_b3-threshold-0.0001	r9_b3	r9_b4-threshold-0.0001	r9_b4	r9_b5-threshold-0.0001	r9_b5	r9_b6-threshold-0.0001	r9_b6	r9_b7-threshold-0.0001	r9_b7	r9_b8-threshold-0.0001	r9_b8	r9_b9-threshold-0.0001	r9_b9
Acetobacterium malicum																																			117.37250604738782	109.45416588596169																																																																																																																																					40.94690650552679	34.29553644952014																																																																																																														36.12565826805904	32.98264852839763																	43.77738844363614	41.03101762373844																																																																																			974.8757677498454	950.390858552939																							37.4154662071035	31.70108893016474	155.0790087095239	145.88972116616193																																																																															24.91401582546124				
Acetobacterium paludosum																																				30.57681406786884																																																																																																																																																																																																																																																																																																																																																										343.45777302030905	335.7947782784948																									55.72356764263462	51.56095177663785																																																																															14.731395044787597				
Acetobacterium tundrae																																			647.563869344877	620.5781573808672																																																																																																																																					215.2773314858692	208.09158899282653																																																66.24588123652603	66.379331188901																																																													145.38711954995276	136.65127376746474						22.15675614809206											206.94292191397312	201.8475067882667																												19.210519176792733					69.63269419205321	68.65040843598905											49.82188059904151	49.56169428323129									83.10487930420868	77.86756275433179																											7087.121809529016	7041.828839927639																				13.760069260228477	64.0976850134078	63.57593047066207	149.1235648168464	134.62280507591532	1542.6148870378995	1514.6489941814823																																									48.083155099234304	43.494253908491736																																				104.4384912473006	84.38206987505376				
Acetobacterium wieringae																																			35.06390231609145	33.01875286074052																																124.53328624888488	68.55856914888835																																																																																																																																																																																																																																																																																																																									279.0273246957094	269.9130661019926																										32.63160582447362																																																																																			
Acetobacterium woodii																																			41.42100120417359	38.439640081075126																																	18.68568236632843																																																																																																					18.70106970817864																																																																																																																																																																																																																				350.8755536064136	326.994181441298																								17.240830406573266	58.931952880415935	50.95537909425261																																																																															21.63189284480891				
Acetobacteroides hydrogenigenes														32.33196546588761																					78.19739478070281	72.87689513983487																																																																121.41673153372284	114.13324504669868																																																																																								35.60121187652976	35.48586235421966														20.496016618604067	20.286431095563632																																													109.4643978125224	100.66315846370226																																	48.46101968114616	44.43942519230826									31.510664929500276	30.235099016465707									80.78362971693117	78.63320454734816														16.011778498597586					180.4587737305065	177.97946178443465								25.57870172752253	55.538512795817255	54.9372292484774									99.25936318701356	99.03737780103708												14.36876534541155																								17.21708870518466											59.44748684745317	55.24976188385264							113.60663794040356	98.25937574304596																																																					39.300301172955805	36.03538403390525																										1646.6905819667977	1567.2473938253368									73.88646465715838	65.01998752249158
Acholeplasma axanthum			109.26971606420956	109.151505545604																									63.7063238896756	59.52299905583682						13.901086939132526																	14.027958885182969														28.939114206296058		32.93381848807146									48.08731957915206	46.85953812781632																			100.96293655887273	100.22346646059508				287.6589712678723	283.5475902518462																																																													27.08715552837852	26.050787241154644																	185.45368074238087	178.36195031790658																									12.562754159788222																																				48.57579435743548						44.034530159627714			532.9104243503898	499.50398410635927																									316.84232136543466	304.15121254187204														12.144974947197213			31.478134677379263	31.413042947352903				24.220014910161755			90.0070980798003	85.70984343836291																									56.14964424726429	54.07303192831446											43.529238021545794	42.59033585461354									34.07066017959543	33.041039556101715																																																			191.72189832605883	186.5723335780177																																	41.14046019261923	38.04282503117641			63.71319277392347	63.58815587250962							174.04693525877724	170.23384288905802														25.031624584602188	201.4743988446533	187.7401375614735	197.56738593656783	178.26632481800033																97.38033864879978	92.32346857098398				
Acholeplasma brassicae																																																																																																		31.59072581540985	31.09034230178548																																																																																				47.1856184287748	42.43974979906061																																																																																																															18.19433689205147			90.97298443209388	89.79400592503318																																																																																																																																																																																																	
Acholeplasma modicum																																																																																																																																																																																																																																																															17.781271081425484																																																																																																																																																																																																																																													
Acholeplasma morum																																																																																																																																																																																								24.17862346659798																																																																																																																																																																																																																																																																																																																				
Acholeplasma multilocale																																																																																																																																																																																								15.979178523763172																																																																																																																																																																																																																																																																																																																				
Acholeplasma palmae																													29.36479485516424	28.871970730583595						18.072474920924694																															20.168958763603065																															73.21687886806762	73.09464995183689																																																																																					35.149619291476675																																		28.04030929222941	28.019253221167222																									101.11085697358445	54.884106163444144																																																					102.1383093045264	101.95073210144812				17.919202735824054																																																																																																																																													55.4483660402129	55.8922200477048																																															
Acholeplasma vituli																																																																																																		113.98370684165228	114.4512694021543																																																																																																																																																		21.562215154127674																																																																																																																																																																																																							30.630235791141743	30.73798665917284																																															
Acidaminobacter hydrogenoformans																											61.13174557294189	58.99280298792735	30.76073682264195	28.143895675587185			86.83653772633059	72.99992078613037	59.61081404000952	43.60900707600854																	28.34775974828989																										19.799386643812884										32.91337735838452		24.117517394960945							108.54993441799498	106.29144926472182				37.66205411178127	33.51149433203729													35.63836055878621	35.5917311121243																	28.641201862942665	22.83184416793004							46.171422602890885	43.886308547085605					41.002247834354826	36.78301412651593					28.0623950673897	27.588490588387256	26.282374721720657	22.181891705872125	38.01523475442557	36.86241749851578	44.49383841444068	43.58958017949638	44.72421931124951	43.45472229576729	30.24999173415829	28.18834273974725			44.92842158557232	39.70956546093112				28.73272227679329						19.25919380525573				17.050795934672752																																																					19.249593866592125								32.03991542339539						34.16606457004322				40.5202327081877													44.66859171287859	36.45202679546676														16.011439470440124														20.865517169909683		27.78876758641275								24.17051432217785										12.871606429136731														13.958331930966152		16.633640282083622																					31.91116475312238	31.45914470048412		22.20802939782035	38.034166235857526	28.752301795450176																		29.394678823421067				20.1658805900484	57.235609609686975	48.3574829937882									44.85610355959302	36.20985474524187								29.71552339314092	29.88610257406694	26.61955777884523	36.06320125170029	32.45054162282316				14.886763524472055		23.586850109715705		21.57976158876652																																								25.595894344393404		21.23274512462617				24.72606391391542		35.360647650703164		21.46510547638109				23.9471825700657																			21.59402897529273		26.070098791608466		15.863702425450686		
Acidaminococcus fermentans											912.4498558974832	911.5496063850557	1622.2381912502046	1617.9736322009585			155.38119030445063	155.17496724199663							1004.1694936061332	1002.8198133616064	332.49714499651907	331.9016338394693	22.790261740710683	22.750409728509084					197.0135907607005	183.00949521700895			513.1832321791712	512.7278129972146						56.83028605196116	56.72531139650357									297.6590645618666	297.31026253815503	887.5396729854517	878.3148774771845	77.81189635273309	77.64450791423054	140.01518413107374	137.50963903518596				29.77099591288175								14.30796645298362														20.847388317856264	100.26161315544024	100.10066389868146			1115.4614915273091	1113.546172127829	663.3094034217647	661.583077947764														26.365981157120014	26.241287903766704									1716.9177763210298	1715.543967910634						20.37245135248372									1722.1147793703203	1721.0805395924867		57.23325301373643							19732.1662869145	19710.783237211675	1120.1793759531197	1108.560338948202																					53.065519467075006	53.0273176699772					3034.151291796441	3030.874291313338	192.5026329030848	192.2237747605361						13.055029715992063	42.85632314665473	41.6740707805833			1785.8806156040737	1785.7965247586192	45.12540548677622	45.12540577258391										87.29293756109465	87.27646052519206												120.20830340249933	1672.628515564306	1672.0089037576392							430.28912536068174	429.4722694540268			159.21248153900848	159.06847342291783					55.124645665028176	55.03504989143151					573.6419988482115	572.3724624374095	1015.4785997579236	981.7928076195652	139.3283182321438	139.12414352397292	2330.5963972962445	2323.7880719731247					3363.300725205712	3350.71782387945			423.24287141153616	421.7427942070014							76.16982828621038	75.99748117675688	214.0460382784943	213.62081473525484											2713.526239842026	2710.834309204015			1278.801541937393	1261.7478231515056	1684.250334563712	1662.987519672905												23.627073871147363			41.06465134999461	37.72872895212011																							75.20584412577917	75.11048500553501		13.014701424674143																					258.88970181557704	258.7418340843859		20.6656868070869	729.8906407546116	729.1832753107169																			864.447355069697	863.970187360042					6611.288001550766	6586.803288609822					21878.76156119107	21821.647068998605	759.5266719286263	758.9430026593343				24.269323069924027							2478.4774337653694	2471.219862770828				17.205962662248005		21.74369702487071															4796.920252538815	4776.500219616292	10175.786077665083	10147.442220545156		17.170719988624665	623.8057867911065	623.2947247385612			7661.530346179056	7642.266825639402							62.20333041702557	62.010713663652616							784.8202633361502	783.5827525142842			208.06297232055184	207.7132990347478			1316.2609548667915	1315.5930759757164								13.271170943739502														61.97808679393383	61.03345401562073					96.19535077131944	93.9597717934916				17.598049912656784	2654.7064976430065	2639.7335654944904
Acidaminococcus intestini	2038.5617667372376	2035.2935455141787																							8985.841509678632	8966.874734918103	8423.82518467483	8405.704611298015	61.61673564085804	61.39257184581978						14.460443712892172								523.3766635487513	521.6913321266364	1190.9397771536717	1185.7194901112928												14.181332649178126	1417.8232585134383	1415.9777823651327	3442.024418437585	3430.568413087512			63.86503407243963	50.7143126728244			13983.200744496282	13965.841115211624			8433.468321973669	8411.707615279322											29.049084960498792	29.03446055042543	14442.219436083462	14387.824112853836	3364.0979952562466	3356.7161175044107	626.6094291417542	625.2432877178519	94.99286303497016	94.90995626137916		17.43872769602663												450.03509616409855	449.8092718676485	1002.20289523956	1000.5983493863248	693.797140984345	693.6042970360814							574.8247143943208	574.362053747771					502.50687042765225	499.4193269625697							7331.234543931093	7326.350866469299				55.14039415997785	800.6494733922777	798.6007311781846					47.98897396981042	47.947051935867485		11.806809811032286																					288.529592812108	288.32129450283384									472.2112167236231	471.7436653801544			1795.0975714279846	1790.0759207259237	7259.501222984467	7249.735940861045			18.524302127888127	18.33541061496122												501.1310061180973	501.04240008845926	58.17156316147186			343.1511263879689			212.43202048271692	212.3894165544451	27.06207682640356	27.059440661619185	1379.5387960172625	1978.425896299931	320.9040326870705	320.7851497209592																										35.47296886040079							5621.805116114964	5615.147231504705	127.0672189542129	122.60290100466383											11254.40505219732	11241.749278170604					151.77014159558212	151.6751634553883							65.33052750783092	65.1703093036092				16.84413537378722		27.262874423715083			620.9854109715495	620.0926125951735	494.82048515028896	494.4863316078047						25.733023716929875	117.24962293971436	117.02057838579616	305.95140938455734	302.6468263086564	383.4201498764341	383.0728566173488				22.34041604166853				17.75704700875721																									779.8639143554757	779.7227227920648			666.8674151071316	665.8739590836677			219.46690428509189	219.23255993202025			87.52530057753754	87.4753476500975	159.14011431680677	154.0459462087908							174.43784081094236	174.290501365225													26.458571875865672	26.30356599189117						14.309444482972705					981.2020088116892	974.924217930831	14407.293308669912	14392.743177255026	105.37608665912173	105.13256383133825	40.28244032246031	36.08245092141652			3230.083190841707	3226.8255722979134			1377.3361736304382	1373.4127874027934	814.2959208386682	812.3071583699136		21.635518458932264			6980.043087572749	6964.841354463587									1068.2061861284735	1067.3122031908426				15.596887572893309		21.480720292706827	127.88521201512768	123.1776292247657					320.64241290924866	317.9727689377851											838.7455068002791	838.3952077528122							1111.66236122995	1108.1694782586908											3340.897896408182	3333.1281151756875														42.67144004726168	41.407549929132486	1385.485780679148	1381.9238825281802			57.00697229010795	54.84952030314852	1063.3342201664873	1058.92056381443		10.247852105489606		12.564714041914971
Acinetobacter johnsonii																																																																																																																																													447.7188655805405	447.132949041158																																																																																																													13.00925498177793																																																																																																																																																																																																																																																	
Actinomyces dentalis																																																																																																																																														22.00654335325633																																																																																																																																																																																																																																																																																																																																																														
Actinomyces johnsonii																																																																																																																																														24.77581537419901																																																																																																																																																																																																																																																																																																																																																														
Actinomyces massiliensis																																																																					15.729423600188156																																																																																																																																																																																																																																																																																																																																																																																																																																							
Actinomyces naeslundii																																																																					14.55204127712483																																																																								159.37921555278157	145.58321226498998																																																																																																																																																																																																																																																																																																																																																														
Actinomyces oris																																																																					14.791733750203749																																																																								242.2081541003641	224.87707369114176																																																																																																																																																																																																																																																																																																																																																														
Actinomyces pacaensis																																																																																																																																														23.994550030891425																																																																																																																																																																																													11.011684798754978																																																												20.462260340787363																																																																																																					
